Team,Conf,AdjEM,AdjO,AdjD,AdjTempo,Luck,SOSAdjEM,SOSOppO,SOSOppD,NCSOSAdjEM,TeamID,Season
montana,BSky,-2.45,106,108.4,66.3,-0.051,-5.05,103.2,108.2,0.66,1285,2017
uab,CUSA,-2.48,103.8,106.3,65.7,-0.008,-2.14,103.6,105.7,0.56,1412,2017
murray st.,OVC,-2.69,107.1,109.8,68.3,-0.087,-3.88,103.5,107.4,0.11,1293,2017
iupui,Sum,-2.73,106.9,109.7,68.9,-0.036,-0.34,105.7,106.1,3.9,1237,2017
indiana st.,MVC,-2.74,99.5,102.2,69.3,-0.009,2.78,105.2,102.4,1.97,1232,2017
coastal carolina,SB,-2.77,102.5,105.3,67.6,0.025,0.11,104.8,104.6,1.81,1157,2017
fordham,A10,-2.95,96.9,99.8,63.9,-0.023,1.24,104.9,103.6,-3.11,1200,2017
utep,CUSA,-2.99,99.7,102.7,65.9,-0.035,-3.31,102.8,106.1,-2.62,1431,2017
morehead st.,OVC,-3.11,106.7,109.9,68.2,-0.005,-0.78,105.1,105.9,4.76,1287,2017
texas a&m; corpus chris,Slnd,-3.26,103,106.2,67.6,0.078,-6.34,101.3,107.6,2.42,0,2017
northern illinois,MAC,-3.51,98.9,102.4,66.4,-0.038,-2.28,104.1,106.4,-5.43,1296,2017
fairfield,MAAC,-3.56,99.3,102.8,68.7,0.052,-3.04,103.5,106.5,-2.44,1193,2017
texas southern,SWAC,-3.66,103.6,107.3,68.2,0.12,-9.01,99.7,108.7,12.91,1411,2017
navy,Pat,-3.78,99.6,103.4,63.9,-0.012,-4.2,101.4,105.6,-2.86,1298,2017
tennessee martin,OVC,-3.84,106.9,110.8,67,0.121,-4.41,102.7,107.1,-2.25,0,2017
rider,MAAC,-3.87,100.7,104.6,71.9,0.047,-4.31,102.5,106.8,-5.55,1351,2017
liberty,BSth,-3.92,99.4,103.3,62.4,0.03,-5.81,102.2,108,3.37,1251,2017
stony brook,AE,-3.96,102,105.9,65.5,0.066,-5.62,102,107.6,-3.04,1392,2017
mount st. mary's,NEC,-4.23,98.9,103.2,66.6,0.06,-5.29,101.5,106.8,11.69,1291,2017
houston baptist,Slnd,-4.24,104.8,109.1,69.7,0.054,-3.47,102.7,106.2,13.94,1223,2017
bradley,MVC,-4.3,98.4,102.7,67.2,0.018,2.71,105.9,103.2,0.64,1133,2017
san jose st.,MWC,-4.32,100.2,104.5,70.3,0.077,1.21,105.3,104.1,-4.35,1363,2017
holy cross,Pat,-4.61,98.5,103.1,60,0.022,-3.07,101.9,104.9,0.43,1221,2017
uc davis,BW,-4.76,97.9,102.6,68.3,0.109,-6.2,100.1,106.3,-1.19,1413,2017
eastern illinois,OVC,-4.87,100,104.9,68.3,-0.049,-4.71,102.8,107.5,-3.02,1183,2017
james madison,CAA,-5.17,98.9,104,63.6,-0.065,-0.42,105.9,106.4,-2.34,1241,2017
duquesne,A10,-5.19,101.9,107.1,69.7,-0.075,-0.87,103.2,104.1,-8.1,1182,2017
idaho,BSky,-5.36,101.2,106.6,66.2,0.051,-6.07,102.7,108.8,-1.18,1225,2017
umkc,WAC,-5.39,102.5,107.8,70.6,0.065,-2.21,103.1,105.3,0.92,1282,2017
air force,MWC,-5.44,104.2,109.6,66.7,-0.065,0.28,104.3,104,-5.91,1102,2017
stephen f. austin,Slnd,-5.49,96.8,102.3,66.1,0.033,-5.93,102,108,2.25,1372,2017
lamar,Slnd,-5.58,103.3,108.8,67.6,-0.007,-7.32,100,107.3,-3.69,1249,2017
long beach st.,BW,-5.59,104.6,110.2,69.3,0.036,-1.47,102.9,104.4,12.76,1253,2017
usc upstate,ASun,-5.93,105.3,111.2,67.7,0.013,-4.48,103.5,108,-0.86,1367,2017
southeast missouri st.,OVC,-6,103.3,109.3,68.2,-0.038,-4.3,103.2,107.5,-2.93,0,2017
central michigan,MAC,-6.03,111.5,117.6,75,0.053,-1.94,103.2,105.1,-5.19,1141,2017
southeastern louisiana,Slnd,-6.03,97.8,103.8,66.8,-0.054,-7.27,101,108.3,-3.17,1368,2017
columbia,Ivy,-6.2,101,107.2,68.6,-0.022,-3.03,102.8,105.8,-3.66,1162,2017
western kentucky,CUSA,-6.2,102.9,109.1,65.5,0.048,-2.99,102.9,105.9,-3.5,1443,2017
sam houston st.,Slnd,-6.24,97.2,103.4,69.8,0.101,-6.22,101.3,107.6,2.7,1358,2017
charlotte,CUSA,-6.29,103.1,109.4,72.4,0.033,-1.73,103.4,105.1,2.24,1150,2017
oral roberts,Sum,-6.3,104.4,110.7,68.7,-0.077,2.09,106.9,104.8,8.71,1331,2017
south alabama,SB,-6.4,98.9,105.3,69.4,0.012,-2.11,103.9,106,-5.66,1375,2017
tulane,Amer,-6.43,102.6,109,70.1,-0.075,3.83,105.2,101.4,-1.13,1408,2017
army,Pat,-6.43,98.4,104.8,71,-0.063,-4.66,101.3,105.9,-3.72,1119,2017
little rock,SB,-6.61,98.3,104.9,62.9,0.023,-3.5,103.8,107.3,-7.18,1114,2017
pacific,WCC,-6.67,99.6,106.3,66.1,-0.003,1.54,105.2,103.7,-2.57,1334,2017
montana st.,BSky,-6.71,103,109.7,68.9,-0.025,-6.63,103.3,109.9,-2.62,1286,2017
cleveland st.,Horz,-6.81,96.4,103.2,65,-0.09,-0.97,104.8,105.7,5.15,1156,2017
portland st.,BSky,-6.82,104.2,111.1,72.3,-0.057,-6.54,101.7,108.3,-0.08,1340,2017
illinois chicago,Horz,-6.93,100.9,107.8,71.4,-0.002,-4.04,101.6,105.7,-5.14,0,2017
wagner,NEC,-7.12,101,108.1,62.6,-0.024,-8.81,98.7,107.5,-0.73,1447,2017
drexel,CAA,-7.15,102.9,110,70,-0.089,-0.96,104.6,105.5,-3.6,1180,2017
bowling green,MAC,-7.21,100,107.3,69.6,0.01,-1.6,103.8,105.4,-5.99,1132,2017
unlv,MWC,-7.27,98.1,105.4,68,-0.007,0.94,105,104.1,-4,1424,2017
kennesaw st.,ASun,-7.28,102.6,109.9,69.1,0,-4.29,103.8,108.1,-3.1,1244,2017
loyola md,Pat,-7.31,98.6,105.9,65.2,0.079,-3.71,101.5,105.3,0.54,1259,2017
utsa,CUSA,-7.55,95.1,102.6,67.7,0.016,-2.7,102.7,105.4,-1.13,1427,2017
north florida,ASun,-7.57,101.8,109.4,69.6,0.025,-0.17,106,106.1,6.86,1316,2017
liu brooklyn,NEC,-7.65,100.1,107.7,66.6,0.081,-9.54,98.6,108.2,-5.14,1254,2017
st. francis pa,NEC,-7.92,102,110,69.7,-0.007,-8.32,99.5,107.8,-0.91,0,2017
san diego,WCC,-8.09,100.2,108.3,63,0.058,-0.35,104.1,104.5,-6.54,1360,2017
tennessee tech,OVC,-8.12,98.9,107,67.9,-0.058,-3.14,103.5,106.6,-2.4,1399,2017
niagara,MAAC,-8.14,101.2,109.4,68.7,-0.067,-3.57,102.9,106.4,-4.44,1310,2017
louisiana monroe,SB,-8.17,98.4,106.5,64.7,-0.116,-0.89,103.9,104.8,-3.28,0,2017
drake,MVC,-8.2,103,111.2,69.1,-0.083,1.19,104.1,102.9,-3.42,1179,2017
milwaukee,Horz,-8.53,99.8,108.4,62.2,-0.023,-1.29,104.1,105.4,2.37,1454,2017
cal st. fullerton,BW,-8.54,97,105.5,68.2,0.034,-8.82,99.7,108.5,-7.89,1168,2017
cornell,Ivy,-8.67,99.7,108.4,69.3,-0.032,-0.21,105.3,105.5,1.94,1165,2017
oregon st.,P12,-8.86,97,105.8,64.1,-0.067,5.99,108.1,102.1,-4.82,1333,2017
robert morris,NEC,-8.89,91.6,100.5,68.4,0.032,-5.24,101.1,106.4,4.17,1352,2017
fairleigh dickinson,NEC,-8.97,102.9,111.9,68.7,-0.051,-4.93,100.5,105.4,7.76,1192,2017
hawaii,BW,-9.02,97,106,66.8,-0.012,-7.96,99.3,107.2,-5.44,1218,2017
appalachian st.,SB,-9.12,99.6,108.7,70.2,-0.039,0.01,104.3,104.3,0,1111,2017
colgate,Pat,-9.13,98.5,107.6,64.7,-0.013,-2.82,102.5,105.3,-0.55,1159,2017
high point,BSth,-9.16,98.9,108.1,65.3,-0.004,-6.09,101.1,107.2,0.27,1219,2017
jacksonville,ASun,-9.23,102.6,111.8,67.4,0.017,-7.2,102.7,109.9,-8.79,1239,2017
florida atlantic,CUSA,-9.32,98.6,108,68.5,-0.036,-2.42,103.3,105.7,-1.23,1194,2017
saint louis,A10,-9.35,95.4,104.8,63.1,0.082,1.35,105.3,104,-4.57,1387,2017
eastern kentucky,OVC,-9.47,98.4,107.8,67.2,0.015,-1.63,104.7,106.4,0.62,1184,2017
seattle,WAC,-9.63,95.6,105.2,67.3,-0.023,-5.01,101,106,-6.42,1370,2017
fiu,CUSA,-9.64,102.9,112.5,64.6,-0.171,-3.65,102,105.6,-4.42,1198,2017
brown,Ivy,-9.81,104.1,113.9,70.9,0.017,-5.23,101.3,106.5,-9.41,1135,2017
portland,WCC,-9.95,98.8,108.7,65.5,0.011,1.4,105.2,103.8,-3.71,1339,2017
miami oh,MAC,-10.09,95.8,105.9,68.2,0.052,-2.08,104.4,106.4,-6.5,1275,2017
alcorn st.,SWAC,-10.37,95.4,105.8,67.4,0.048,-10.67,98.1,108.8,11.43,1108,2017
bryant,NEC,-10.37,101.7,112,68.8,-0.014,-6.18,100.7,106.8,3.34,1136,2017
njit,ASun,-10.39,98.7,109.1,67.3,0.029,-3,104.7,107.7,-0.06,1312,2017
youngstown st.,Horz,-10.5,102.5,113,71.4,0.077,-2.24,103.1,105.3,-1.63,1464,2017
cal st. northridge,BW,-10.6,104,114.6,72.4,-0.032,-5.96,99.8,105.8,0.71,1169,2017
northern colorado,BSky,-10.6,96.5,107.1,68.1,-0.026,-4.29,103.7,108,8.86,1294,2017
the citadel,SC,-10.74,105.6,116.3,79.4,0.023,-1.05,104.9,105.9,-2,1154,2017
manhattan,MAAC,-10.85,96.8,107.7,68.6,0,-2.32,103.5,105.8,-0.56,1264,2017
austin peay,OVC,-11.08,106,117.1,69.6,0.04,-1.75,104.7,106.5,3.2,1122,2017
delaware,CAA,-11.09,97.3,108.4,64.5,0.089,0.2,106.4,106.2,-2.94,1174,2017
south florida,Amer,-11.17,96.5,107.7,68.4,-0.021,1.69,104.1,102.4,-7.61,1378,2017
campbell,BSth,-11.36,99.3,110.7,65.2,0.035,-7.54,101.2,108.8,-5.06,1144,2017
umass lowell,AE,-11.39,104.3,115.6,71.4,-0.036,-6.25,101.1,107.3,-6.6,1262,2017
northwestern st.,Slnd,-11.45,101,112.4,70.9,0.028,-4.96,101.4,106.4,7.08,1322,2017
sacramento st.,BSky,-11.49,100.8,112.3,65.2,0.045,-5.48,102.6,108.1,1.99,1170,2017
quinnipiac,MAAC,-11.69,101.3,113,72.8,0.027,-3.2,102.7,105.9,-3.34,1346,2017
radford,BSth,-11.7,96.1,107.8,63.6,0.06,-4.01,103.4,107.4,8.94,1347,2017
western illinois,Sum,-11.75,97.1,108.8,68.4,-0.035,-1.62,105,106.6,-2.82,1442,2017
norfolk st.,MEAC,-11.76,93.8,105.6,68.4,0.077,-9.5,99.7,109.2,6.13,1313,2017
pepperdine,WCC,-11.98,102.1,114.1,68.2,0.026,1.54,105.8,104.3,-1.55,1337,2017
abilene christian,Slnd,-12.05,96.7,108.8,65.5,0.049,-5.87,101.7,107.6,1.47,1101,2017
sacred heart,NEC,-12.25,97.5,109.7,70.7,0.018,-8.53,99.1,107.6,-5.06,1357,2017
detroit,Horz,-12.33,102.2,114.5,72.3,0.016,-1.23,103.7,104.9,2.72,1178,2017
incarnate word,Slnd,-12.78,101.5,114.3,71.4,0.032,-5.1,101.3,106.4,4.32,1230,2017
ut rio grande valley,WAC,-12.92,100.3,113.2,73.6,-0.037,-3.47,101.7,105.2,-3.15,0,2017
dartmouth,Ivy,-12.97,99.2,112.1,67,0.032,-2.87,102.3,105.2,-4.46,1171,2017
hampton,MEAC,-13.16,93.6,106.8,67.9,0.022,-10.04,98.9,108.9,2.07,1214,2017
cal poly,BW,-13.18,99.8,113,65,0.013,-4.19,100.7,104.9,2.64,1142,2017
american,Pat,-13.29,94.8,108.1,64,-0.017,-4.31,101.5,105.8,-4.22,1110,2017
charleston southern,BSth,-13.4,103.3,116.7,67.9,0.007,-5.64,101,106.7,4.72,1149,2017
prairie view a&m;,SWAC,-13.49,98,111.5,67.2,-0.017,-8.22,99.6,107.8,12.03,0,2017
central arkansas,Slnd,-13.51,104,117.5,70.7,-0.014,-3.03,103,106,6.9,1146,2017
binghamton,AE,-13.68,96.2,109.8,65.6,-0.009,-4.99,102.3,107.2,-4.64,1127,2017
nicholls st.,Slnd,-13.75,100.4,114.2,69.1,0.089,-3.59,103,106.6,8.58,1311,2017
uc riverside,BW,-13.87,92.1,106,67.5,-0.055,-4.76,101.3,106,1.7,1415,2017
savannah st.,MEAC,-13.88,100.6,114.5,80.7,0.054,-9.52,98.9,108.5,7.19,1366,2017
marist,MAAC,-13.89,100.6,114.5,66.5,0.013,-1.92,104.1,106,-0.13,1265,2017
mcneese st.,Slnd,-14.07,96.1,110.2,69.6,-0.057,-3.2,103.3,106.5,8.65,1270,2017
siu edwardsville,OVC,-14.15,95,109.1,68.9,-0.041,-2.77,104.3,107,0.38,1188,2017
stetson,ASun,-14.28,100.9,115.2,72.1,-0.002,-4.8,102.9,107.7,-5.18,1391,2017
north texas,CUSA,-14.52,96.3,110.8,69.8,-0.08,-4.41,101.5,105.9,-7.93,1317,2017
maryland eastern shore,MEAC,-14.6,97.9,112.5,68.2,0.039,-6.9,100.9,107.8,9.25,0,2017
western carolina,SC,-14.75,90.1,104.9,66.4,0.027,1.66,106.8,105.2,6.61,1441,2017
morgan st.,MEAC,-15.34,91.2,106.5,67.3,0.038,-12.25,98.2,110.4,-2.96,1288,2017
southern miss,CUSA,-15.47,92.9,108.4,65.2,-0.032,-3.1,102.4,105.5,-3.18,1379,2017
southern,SWAC,-15.59,98.1,113.7,68,0.038,-12.09,96.8,108.9,1.66,1380,2017
northern arizona,BSky,-15.64,95,110.7,68.8,-0.016,-6.25,101.7,107.9,-3.37,1319,2017
vmi,SC,-16.02,97.7,113.7,68.7,-0.034,0.27,105.7,105.4,0.78,1440,2017
grambling st.,SWAC,-16.07,96.6,112.6,66.8,0.049,-11.92,97.6,109.5,-0.42,1212,2017
jackson st.,SWAC,-16.19,92.7,108.9,64,0.032,-11.41,98.2,109.6,2.52,1238,2017
lafayette,Pat,-17.24,96.1,113.4,69,0.059,-3.94,100.8,104.8,-3.81,1248,2017
uc santa barbara,BW,-18.14,91.3,109.4,63.7,0.009,-2.94,102.1,105,6.58,1364,2017
hartford,AE,-18.26,92.6,110.8,68.1,0.073,-5.27,102,107.3,-6.32,1216,2017
idaho st.,BSky,-18.26,97.7,115.9,68.6,-0.053,-2.76,104.1,106.9,4.73,1226,2017
southern utah,BSky,-18.59,101.1,119.7,71,-0.014,-5.12,102.1,107.2,-1.07,1381,2017
south carolina st.,MEAC,-19.23,99.1,118.3,68,0.067,-5.92,100.7,106.6,16.61,1354,2017
chicago st.,WAC,-19.38,91.9,111.3,66.7,-0.009,1.59,104.5,102.9,5.88,1152,2017
maine,AE,-19.48,91.1,110.6,67.6,0.005,-3.34,103.5,106.8,-2.7,1263,2017
howard,MEAC,-19.55,90.5,110.1,67.7,-0.022,-7.43,100.7,108.1,8.84,1224,2017
delaware st.,MEAC,-19.85,94.2,114.1,65.4,0.007,-8.52,100.6,109.1,3.86,1175,2017
bethune cookman,MEAC,-20.2,95,115.3,67.9,-0.011,-11.26,98.6,109.9,-2.18,0,2017
central connecticut,NEC,-21.08,92.8,113.9,64.5,-0.023,-8.06,99.3,107.4,-3.68,1148,2017
alabama st.,SWAC,-21.56,91.1,112.6,68.1,-0.007,-9.58,99.1,108.7,2.87,1106,2017
coppin st.,MEAC,-21.74,93.7,115.4,68.4,0.002,-6.83,100.7,107.5,7.94,1164,2017
florida a&m;,MEAC,-22.34,93.6,116,68.9,-0.085,-12.72,97.7,110.4,-4.02,0,2017
mississippi valley st.,SWAC,-22.45,95.8,118.2,70.9,0.025,-6.63,100.5,107.1,11.82,0,2017
st. francis ny,NEC,-24.3,87.8,112.1,66.8,-0.037,-7.05,100.6,107.7,-1.34,0,2017
longwood,BSth,-25.12,92.2,117.3,70.1,0.017,-5.47,101.5,107,0.04,1255,2017
arkansas pine bluff,SWAC,-25.2,85.6,110.8,67.2,-0.01,-9,100.4,109.4,2.99,0,2017
north carolina a&t;,MEAC,-27.47,95.5,123,62.5,-0.086,-8.89,98.9,107.8,0.54,0,2017
presbyterian,BSth,-29.23,88.9,118.1,63.9,0.018,-4.09,102.8,106.9,2.71,1342,2017
alabama a&m;,SWAC,-30.22,91.6,121.8,63.8,-0.075,-9.75,98.8,108.6,1.48,0,2017
virginia,ACC,32.15,116.5,84.4,59.1,0.032,9.98,110.9,100.9,0.21,1438,2018
villanova,BE,31.4,127.4,96,68.2,-0.018,10.23,111.3,101,4.11,1437,2018
duke,ACC,29.12,122.6,93.5,70,-0.029,10.89,110.9,100,4.6,1181,2018
cincinnati,Amer,27,113.1,86.1,64.6,-0.004,3.19,107,103.8,-4.14,1153,2018
purdue,B10,26.66,123.2,96.6,67.2,0.003,8.55,109.3,100.8,0.9,1345,2018
michigan st.,B10,26.34,120,93.6,67.1,0.048,6.49,109,102.5,-4.7,1277,2018
north carolina,ACC,25.03,121.9,96.9,70.9,-0.019,14.05,112.4,98.4,7.99,1314,2018
gonzaga,WCC,24.81,119.8,95,68.9,-0.006,1.03,106.6,105.6,3.24,1211,2018
kansas,B12,23.24,120.9,97.7,68.4,0.06,11.49,111.7,100.2,3.7,1242,2018
michigan,B10,23.19,115.9,92.7,64.3,0.037,8.78,111.1,102.3,-4.53,1276,2018
tennessee,SEC,22.15,114.8,92.7,66.1,0.04,11.62,112.1,100.5,7.57,1397,2018
texas tech,B12,21.95,114,92.1,66.5,-0.021,9.26,110.3,101.1,-5.1,1403,2018
west virginia,B12,21.77,119.1,97.4,69,-0.009,10.48,109.9,99.5,-4.25,1452,2018
xavier,BE,21.68,120.7,99,70.4,0.109,9.62,110.3,100.7,2.09,1462,2018
ohio st.,B10,21.1,116.1,95,66.3,0.027,8.15,109.8,101.6,0.42,1326,2018
auburn,SEC,20.63,118.2,97.5,72.2,-0.012,7.53,109.1,101.5,-1.75,1120,2018
houston,Amer,20.54,115.8,95.2,68.2,-0.009,3.4,106.7,103.3,-2.69,1222,2018
kentucky,SEC,20.39,116.4,96,68.5,-0.001,11.16,111.1,99.9,4.99,1246,2018
clemson,ACC,20.26,113.8,93.5,65.6,0.004,9.76,110.9,101.1,-1.84,1155,2018
wichita st.,Amer,20.07,121.9,101.8,68.6,-0.015,5.55,107.9,102.3,2.04,1455,2018
arizona,P12,19.37,119,99.6,67.3,0.025,6.34,108.9,102.5,2.82,1112,2018
tcu,B12,18.92,120.6,101.7,68.7,-0.058,9.82,111.4,101.6,-0.45,1395,2018
florida,SEC,18.71,115.1,96.4,66.7,-0.049,10.74,110.7,99.9,4.49,1196,2018
nevada,MWC,18.2,119.9,101.7,69.4,-0.028,4.47,107.3,102.8,4.22,1305,2018
butler,BE,17.86,115.7,97.9,67.8,-0.037,10.57,111.8,101.3,0.27,1139,2018
seton hall,BE,17.33,116.3,99,69.3,-0.02,9.58,110.4,100.8,0.41,1371,2018
creighton,BE,17.28,116.4,99.2,70.8,-0.018,9.23,111.1,101.9,-3.82,1166,2018
saint mary's,WCC,17.23,119.8,102.6,63.7,-0.003,-1.33,104.6,106,-3.65,1388,2018
penn st.,B10,17.09,113,95.9,67.5,-0.078,6.75,109.4,102.7,-6.06,1336,2018
texas a&m;,SEC,16.91,111.2,94.3,69,-0.007,11.35,112.1,100.7,5.31,0,2018
notre dame,ACC,16.81,116.1,99.3,65,-0.055,9.76,110.8,101,-1.18,1323,2018
virginia tech,ACC,16.63,115,98.4,68.6,-0.003,8.18,109.9,101.7,-9.58,1439,2018
louisville,ACC,16.58,113.1,96.5,69.6,-0.02,9.58,110.5,100.9,-2.06,1257,2018
baylor,B12,16.17,111.2,95,66.4,-0.068,11.02,112.1,101.1,-3.51,1124,2018
florida st.,ACC,15.82,115.8,100,71.6,-0.032,7.99,109.2,101.2,-6.72,1199,2018
miami fl,ACC,15.7,113.3,97.6,67,0.034,8.16,109.6,101.4,-3.58,1274,2018
arkansas,SEC,15.63,117.3,101.7,69.6,0.062,10.15,111,100.8,1.29,1116,2018
missouri,SEC,15.47,113.3,97.8,65.6,-0.021,9.61,110.1,100.4,1.31,1281,2018
texas,B12,15.46,109.4,93.9,65.2,-0.018,11.77,111.7,99.9,2.19,1400,2018
usc,P12,15.3,115.4,100.1,67.4,-0.014,5.98,108.9,102.9,1.81,1425,2018
north carolina st.,ACC,15.12,116.4,101.3,71.3,0.007,7.63,108.9,101.3,-9.44,1301,2018
loyola chicago,MVC,15.09,111.3,96.2,65.3,0.058,0.03,103.7,103.7,-5.63,1260,2018
davidson,A10,14.9,117.4,102.5,64.1,-0.051,1.88,105.9,104,1.74,1172,2018
kansas st.,B12,14.75,112.2,97.4,65.5,0.056,9.2,111.4,102.2,-6.03,1243,2018
arizona st.,P12,14.73,117.6,102.9,71.5,-0.072,5.82,108.1,102.2,1.55,1113,2018
maryland,B10,14.65,114.1,99.4,66.2,-0.046,8.06,109.2,101.1,-4.44,1268,2018
oklahoma,B12,14.42,115.1,100.7,75.8,0.005,11.97,111.8,99.9,2.25,1328,2018
ucla,P12,14.39,116.4,102,70.5,-0.019,6.92,108.7,101.8,3.56,1417,2018
rhode island,A10,14.38,111.7,97.3,68.6,0.037,2.69,107.4,104.7,4.06,1348,2018
san diego st.,MWC,14.17,111.3,97.1,68.6,-0.015,3.39,107.6,104.2,-0.11,1361,2018
alabama,SEC,13.83,108.4,94.6,68.7,0,11.04,111,100,3.03,1104,2018
middle tennessee,CUSA,13.78,110.4,96.6,66.3,0,2.69,107.4,104.7,8.28,1292,2018
marquette,BE,13.73,119.3,105.6,69,0.018,10.61,111.8,101.2,-0.18,1266,2018
syracuse,ACC,13.59,107.7,94.1,63.3,0.007,8.72,110.9,102.2,-0.22,1393,2018
new mexico st.,WAC,13.59,108.4,94.8,68.2,0.032,-1.47,104.3,105.7,4.24,1308,2018
oklahoma st.,B12,13.48,112.1,98.6,68.4,-0.007,10.21,111.6,101.4,-5.02,1329,2018
nebraska,B10,13.42,110.9,97.5,67.5,0.066,6.64,108.6,101.9,-3.18,1304,2018
boise st.,MWC,13.14,110.6,97.5,68.3,0.011,2.22,106.9,104.7,-1.58,1129,2018
murray st.,OVC,12.69,113.1,100.4,67.2,-0.013,-4.19,102.8,107,-0.78,1293,2018
western kentucky,CUSA,12.55,113.6,101.1,68.7,-0.006,2.01,106.2,104.2,3.91,1443,2018
lsu,SEC,12.47,115.6,103.1,68.2,-0.03,8.74,110.4,101.6,-2.69,1261,2018
mississippi st.,SEC,12.35,109.6,97.2,67.6,0.029,6.06,108.5,102.4,-10.42,1280,2018
georgia,SEC,11.91,107.8,95.8,64.3,0.01,10.67,111.8,101.1,0.97,1208,2018
providence,BE,11.91,108.9,97,67,0.088,10.42,112,101.6,-1.04,1344,2018
utah,P12,11.89,111.9,100,65.6,0.015,6.18,109.1,102.9,-0.78,1428,2018
louisiana lafayette,SB,11.39,113.5,102.1,70.2,0.045,-2.79,103.5,106.3,-0.35,0,2018
old dominion,CUSA,11.32,108.7,97.4,64.4,0.041,-1.74,104.4,106.2,-3.25,1330,2018
south dakota,Sum,11.25,110,98.8,70.3,-0.047,-2.51,105.3,107.9,-1.32,1377,2018
st. bonaventure,A10,11.19,112.3,101.1,69.2,0.077,2.19,107,104.8,1.42,1382,2018
byu,WCC,11.05,109,98,67.3,0.021,0.98,107.1,106.1,-1.89,1140,2018
montana,BSky,10.84,110.1,99.3,67.9,-0.005,-2.16,104.3,106.4,2.52,1285,2018
boston college,ACC,10.7,113.8,103.1,70.1,0.005,8.26,109.3,101.1,-6.94,1130,2018
vermont,AE,10.68,114,103.4,63.7,-0.051,-3.79,102.5,106.3,4.69,1436,2018
wisconsin,B10,10.6,110,99.4,62.6,-0.068,10.05,111.3,101.3,0.13,1458,2018
oregon,P12,10.58,110.9,100.3,66.7,0.01,3.85,108.3,104.4,-5.89,1332,2018
buffalo,MAC,10.57,114.3,103.7,72.8,-0.005,-0.94,104.8,105.8,4.07,1138,2018
south dakota st.,Sum,10.48,114.5,104,70.2,0.111,-0.21,106.1,106.3,3.9,1355,2018
indiana,B10,10.37,109.7,99.3,66.5,-0.025,8.02,110.1,102.1,-2.47,1231,2018
fresno st.,MWC,10.21,110.1,99.9,66.5,-0.057,1.26,106.3,105.1,-5.83,1201,2018
st. john's,BE,10.08,106.7,96.6,69.2,-0.016,11.24,111.9,100.7,3.63,1385,2018
south carolina,SEC,9.99,105.8,95.8,68.6,0.003,9.99,110.5,100.5,0.94,1376,2018
unc greensboro,SC,9.06,105.7,96.6,64.9,-0.011,-4.98,103.6,108.6,-3.2,1422,2018
belmont,OVC,9.02,113,104,66.9,-0.004,-3.04,103.5,106.5,1.56,1125,2018
stanford,P12,8.81,108.5,99.7,70.3,0.014,6.75,109.9,103.1,4.15,1390,2018
smu,Amer,8.78,109.9,101.1,64.2,-0.102,2.8,105.9,103.1,-3.76,1374,2018
temple,Amer,8.29,109,100.8,67.5,0.039,8.43,109.2,100.7,9.23,1396,2018
northwestern,B10,8.26,109.2,101,63.8,-0.068,8.81,109.4,100.6,-1.62,1321,2018
vanderbilt,SEC,8.08,115.6,107.5,65.7,-0.08,11.5,111.4,99.9,4.64,1435,2018
wake forest,ACC,8,111.1,103.1,69.3,-0.12,9.35,109.8,100.5,-1.17,1448,2018
utah valley,WAC,7.95,111,103.1,67.6,0.007,-1.5,102.9,104.4,1.84,1430,2018
iowa,B10,7.91,116.7,108.8,70.3,-0.09,8.28,109.6,101.3,-3.86,1234,2018
east tennessee st.,SC,7.51,105.5,98,67.5,0,-3.89,104.1,108,-1.41,1190,2018
furman,SC,7.42,109.3,101.9,68.5,-0.005,-4.24,103.5,107.7,-0.68,1202,2018
oregon st.,P12,7.39,108.8,101.4,65.5,-0.083,3.65,107.9,104.3,-6.96,1333,2018
northern kentucky,Horz,7.29,108.2,100.9,68.5,-0.065,-5.09,102.4,107.5,1.97,1297,2018
georgia st.,SB,7.22,109,101.8,66.8,-0.022,-2.77,103.7,106.5,-2.86,1209,2018
northeastern,CAA,7.17,107.9,100.7,66.9,0.03,-1.16,106.6,107.8,4.33,1318,2018
washington,P12,7.02,106.3,99.2,69.4,0.08,4.79,108.6,103.8,0.18,1449,2018
georgetown,BE,6.93,109.8,102.9,70.4,-0.046,6.08,108.6,102.5,-18,1207,2018
bucknell,Pat,6.79,109.2,102.4,71.4,0.02,-4.86,102.8,107.7,6.14,1137,2018
depaul,BE,6.73,104.7,98,69.8,-0.103,9.79,111.5,101.7,-4.05,1177,2018
new mexico,MWC,6.66,113.7,107,71.2,-0.022,3.12,106.5,103.3,1.84,1307,2018
illinois,B10,6.58,109.8,103.3,69.8,-0.093,7.5,108.6,101.1,-2.86,1228,2018
iowa st.,B12,6.56,110.1,103.6,68.9,-0.009,11,111,100,-2.87,1235,2018
unlv,MWC,6.53,111.7,105.2,72.3,-0.012,1.23,106.5,105.3,-4.7,1424,2018
mississippi,SEC,6.53,111.5,104.9,70,-0.053,10.04,110.2,100.2,1,1279,2018
tulsa,Amer,6.17,108.6,102.4,67.2,0.029,1.08,106.1,105,-1.74,1409,2018
northern colorado,BSky,6.14,107.4,101.3,71.2,-0.044,-0.92,105.4,106.4,1.94,1294,2018
ucf,Amer,5.8,99.2,93.4,64.3,0.062,2.98,107.1,104.1,-2.11,1416,2018
